Symbols,Genes ,b05 Neutrophil1 Exp2,b07 Neutrophil3 Exp2,b10 Monocyte1 Exp2,b11 Monocyte2 Exp2,a01 brain microglia1 Exp1 m,a02 brain microglia2 Exp1 m,a06 peritoneum Mac1 Exp1 m,a07 peritoneum Mac2 Exp1 m,b08 Spleen Mac1 Exp2,b09 Spleen Mac2 Exp2,b04 Kupffer Exp2,b15 Kupffer2 Exp2,a12 LI Mac2 Exp1 m,a13 LI Mac3 Exp1 m,a10 SI Mac3 Exp1 m,a11 SI Mac4 Exp1 m,b02 lung Exp2,b17 lung mac2 Exp2
OCIAD2,NM_026950,1.377929067,0,1.704867622,0,0,0.927031708,0,0,0,0,2.079205491,0,30.65314718,37.80561826,14.60396783,4.646250694,1.896385463,0
MAST2,NM_008641,20.66893601,4.395961081,24.72058052,35.29147748,11.27536873,16.68657075,97.02121354,94.78212023,23.91989326,17.52989215,9.35642471,48.45045655,44.80075357,29.66286971,46.62035885,42.48000634,33.50280985,26.56767064
RNF113A1,NM_153503,9.645503469,26.37576649,5.967036677,6.137648257,7.516912486,3.708126834,6.300078801,4.513434296,1.993324439,0,1.039602746,0,1.178967199,0,1.123382141,3.318750495,1.264256975,0
CLCA5,NM_178697,0,0,0,0,0,0,0,0,0,0,0,0,1.178967199,0,0,0,0,0
SNORD123,NR_028575,0,0,0,0,0,0.927031708,0,0.902686859,0,1.460824346,0,0,5.894835996,8.724373444,16.28904104,7.30125109,1.896385463,1.106986277
1500010J02RIK,NM_001143790,12.4013616,76.92931892,50.29359485,49.86839209,255.5750245,320.7529711,21.42026792,16.24836347,25.9132177,17.52989215,45.74252081,36.33784241,35.36901597,40.13211784,52.79896062,59.73750892,10.1140558,19.92575298
SMS,NM_009214,5.052406579,6.484042594,15.15911461,10.34449467,8.2529435,9.332119199,12.91516154,2.482388863,8.139408125,4.869414487,3.448015773,19.19512879,6.366422875,7.241229959,7.189645702,7.50037612,5.657549964,5.368883442
EXTL2,NM_021388,9.645503469,6.593941621,6.819470489,2.301618096,33.82610619,18.54063417,2.52003152,6.318808015,1.993324439,7.304121731,7.277219219,0,2.357934398,8.142748548,5.616910704,4.646250694,3.792770926,0
SSRP1,NM_182990,79.91988589,43.95961081,92.0628516,134.2610556,33.82610619,25.95688784,69.30086681,38.81553495,186.375835,159.2298537,90.44543887,76.71322287,43.62178637,56.41761494,52.23726955,27.87750416,84.70521735,151.6571199
GM8994,NM_001142734,7.11930018,2.747475676,9.447808073,12.85070104,11.3536699,11.04712786,3.780047281,15.79702004,9.551346269,5.599826661,7.103952095,5.888076317,10.61070479,10.12996694,5.055219634,3.81656307,8.217670339,6.457419947
TCF7L2,NM_001142923,5.511716268,4.395961081,2.557301433,6.137648257,40.40340461,23.17579271,22.68028368,22.56717148,223.2523371,261.487558,176.7324667,102.9572202,12.96863919,33.15261909,16.85073211,24.55875367,186.4779039,280.067528
TDP2,NM_019551,2.755858134,0,9.376771922,2.301618096,15.03382497,3.708126834,3.780047281,9.929555452,1.993324439,0,0,8.075076091,0,3.489749378,3.931837493,5.973750892,0.632128488,3.32095883
PTPN13,NM_011204,0,0,0,0,0,0,0,0,0.996662219,0,0,0,1.178967199,1.163249793,0,0.663750099,0,0
D14ABB1E,NM_028945,0,0,2.557301433,0,6.577298425,6.489221959,3.780047281,0.902686859,0.49833111,5.843297385,2.079205491,0,0,0.581624896,0,3.318750495,0,0
UBE2L3,NM_009456,181.8866369,292.3314119,230.157129,243.9715182,165.3720747,169.6468026,110.8813869,189.5642405,201.3257683,213.2803546,171.534453,194.8112107,193.3506207,194.8443402,126.9421819,141.3787711,195.9598312,104.05671
FNBP1,NM_001177650,34.44822668,74.73133838,45.17899199,49.86839209,42.28263273,23.17579271,13.86017336,16.24836347,83.71962642,40.90308169,67.57417846,50.46922557,64.84319595,61.07061411,129.7506373,93.92063902,57.52369238,57.56328639
ADAMTS10,NR_037708,15.15721974,15.38586378,26.42544814,16.87853271,1.879228121,0,0,0.902686859,17.93991995,20.45154085,1.039602746,2.018769023,1.178967199,1.744874689,6.178601775,13.93875208,7.585541852,16.60479415
CASP12,NM_009808,0,0,0.852433811,0,2.818842182,0,0,0,0,0,2.079205491,0,0,0,1.685073211,0,0,0
SENP8,NM_001172069,1.377929067,0,0.852433811,3.836030161,22.55073746,4.635158542,7.560094561,0,10.96328441,1.460824346,5.198013728,16.15015218,2.357934398,2.326499585,5.055219634,1.991250297,3.792770926,7.748903937
SLC24A6,NM_133221,35.82615574,26.37576649,31.54005101,18.41294477,5.637684364,0,0,0,53.81975984,45.28555473,163.2176311,61.5724552,11.78967199,4.071374274,8.425366057,9.292501387,20.2281116,35.42356085
GOSR2,NM_019650,28.24754587,42.86062054,35.37600316,32.60625637,28.65822885,19.93118173,10.71013396,19.40776747,32.88985324,44.55514256,28.06927413,18.67361346,21.22140958,25.30068299,19.0974964,25.55437882,24.33694677,29.88862947
PEX11C,NM_026951,77.16402776,68.13739675,33.24491863,26.85221112,8.456526547,1.854063417,7.560094561,21.66448462,3.986648877,0,1.039602746,5.046922557,4.715868797,6.397873859,5.616910704,2.655000396,11.37831278,4.427945107
HEATR5B,NM_001081179,4.822751735,0,5.114602866,7.927795665,5.637684364,0.927031708,0,4.513434296,5.979973316,2.921648692,11.4356302,13.6266909,6.484319595,4.071374274,5.616910704,5.310000793,2.528513951,3.32095883
MTMR11,NM_181409,0,0,1.704867622,0,1.879228121,2.781095125,0,0.902686859,0,0,3.118808237,0,3.536901597,7.561123651,10.11043927,3.982500595,1.264256975,2.213972553
ELK3,NM_013508,2.755858134,0,26.42544814,25.31779906,160.6740044,147.3980416,17.64022064,33.39941379,9.966622193,8.764946077,9.35642471,27.25338181,48.33765517,29.08124481,27.52286245,46.46250694,21.49236858,5.534931383
IGSF5,NM_001177887,0,0,0,0,0,0,0,0,0,0,0,3.028153534,5.894835996,10.46924813,2.246764282,2.655000396,0,0
CLU,NM_013492,8.267574402,2.19798054,1.704867622,3.068824129,0,0,0,0,21.92656883,13.14741912,42.62371257,22.20645925,5.894835996,2.908124481,0.56169107,1.991250297,13.27469824,18.8187667
RPL19,NM_001159483,509.6992427,393.8728796,1010.16654,1074.337787,543.0678438,566.3479501,773.6736771,582.8778006,594.6252911,642.301857,1027.165879,419.2670832,1215.007104,1056.436458,1081.257985,1212.968538,961.3056349,636.7490491
CCDC46,NM_029606,0,0,0,0,0.939614061,9.270317085,5.040063041,9.929555452,1.993324439,5.843297385,1.039602746,8.075076091,1.178967199,1.163249793,1.685073211,0.663750099,0,0
INPP5D,NM_001110193,158.4618427,160.4525795,160.2575565,138.8642918,363.6306415,402.3317615,69.30086681,89.36599907,261.1255015,325.7638292,158.0196173,131.2199865,189.8137191,145.4062241,136.4909301,171.9112757,113.1509993,42.06547851
CAPN11,NM_001013767,0,0,0,2.301618096,0,0,0,0,2.989986658,1.460824346,0,3.028153534,0,0,0,0,0,0
ICT1,NM_026729,95.07710563,63.74143567,134.6845421,217.8865131,46.04108898,86.21394889,69.30086681,134.500342,74.74966645,55.51132516,144.5047816,68.63814678,137.9391623,119.8147286,110.6531409,100.8900151,103.669072,168.2619141
NEK7,NM_021605,23.42479414,37.67966641,46.1870288,47.0553033,54.49761552,43.5704903,26.46033097,30.69135322,40.86315099,72.31080514,33.26728786,46.43168753,40.08488477,19.26058497,34.2631553,38.49750575,32.31317915,30.02700276
SIPA1L2,NM_001081337,28.93651041,24.17778594,5.967036677,5.370442225,74.2295108,79.72472693,3.780047281,7.221494874,11.95994663,20.45154085,7.277219219,1.009384511,1.178967199,12.79574772,7.863674986,13.27500198,4.424899414,2.213972553
NT5DC1,NM_176968,44.09373015,21.9798054,11.08163954,6.137648257,7.516912486,14.83250734,1.26001576,1.805373719,2.989986658,1.460824346,0,11.10322963,7.073803195,5.816248963,6.178601775,3.318750495,4.424899414,3.32095883
THRB,NM_009380,0,0,0,0,0,0.927031708,3.780047281,0,6.976635535,17.52989215,17.67324667,17.15953669,2.357934398,4.071374274,4.493528564,4.646250694,1.896385463,0
9830107B12RIK,NM_001177896,166.7294171,148.3636865,3.409735244,2.685221112,0,0,0,0,0,1.460824346,2.599006864,0,0,0,0,0,0,0
POPDC2,NM_022318,5.511716268,6.593941621,0,0,0,0,0,0,0,5.843297385,0,0,0,0,6.178601775,0,0,1.106986277
TSPAN32,NM_001128082,41.33787201,46.15759135,17.90111003,13.04250255,2.818842182,12.97844392,98.2812293,58.67464585,13.95327107,2.921648692,10.39602746,5.046922557,24.75831118,31.98936929,51.67557848,43.14375644,49.30602204,23.24671181
VMN2R25,NM_001104641,0,0,0,0,0,0,7.350091935,14.89433318,0,0,0,0,0,0,0,0,0,0
RNFT2,NM_001109902,0,0,0,0,0,0,0,0,0,0,2.079205491,0,0,0,0.56169107,2.655000396,0,0
GM15284,NM_001177485,0,0,0,0,6.396603413,3.739027891,5.292066193,3.597438592,0.49833111,1.460824346,0.693068497,0,11.22966257,22.01034786,436.0026209,76.75050184,0.316064244,0
LRRC17,NM_028977,0,0,0,0,0,0,0,0,0,0,4.158410982,0,0,0,0,1.991250297,0,0
RASSF3,NM_138956,62.00680802,118.6909492,40.91682293,35.29147748,0.939614061,12.97844392,91.9811505,81.24181734,22.92323104,26.29483823,20.79205491,19.17830572,15.32657359,18.03037178,15.1656589,23.23125347,44.88112262,42.06547851
ARHGAP21,NM_001128084,0,6.593941621,12.78650717,3.836030161,5.637684364,5.562190251,21.42026792,7.221494874,7.973297755,4.382473039,10.39602746,36.33784241,12.96863919,12.79574772,19.0974964,18.58500277,6.321284877,8.855890214
FAM123A,NM_028113,237.6927641,232.9859373,0,0,44.16186085,6.489221959,0,0,0.996662219,2.921648692,0,2.018769023,0,0,0,0,15.80321219,22.13972553
SUSD2,NM_001162913,0,0,0,0,0,0,0,0,2.989986658,0,0,0,0,0,0,4.646250694,0.442489941,0
CDKN1B,NM_009875,38.58201388,81.32528,18.75354384,30.68824129,25.36957964,22.248761,16.38020488,6.318808015,16.94325773,16.06906781,21.83165766,23.21584376,17.68450799,8.724373444,8.987057127,19.24875287,10.1140558,40.95849224
GPR108,NM_030084,73.03024055,92.3151827,67.34227107,74.41898512,76.10873892,63.03815618,57.96072497,44.23165611,63.78638204,45.28555473,54.05934277,76.71322287,61.30629436,84.33560996,51.67557848,69.03001031,70.16626213,64.20520405
SCMH1,NM_013883,16.5351488,8.791922162,12.78650717,16.11132667,23.49035152,34.30017321,21.42026792,23.46985834,35.8798399,10.22577042,21.83165766,21.19707474,22.40037678,20.35687137,19.0974964,11.94750178,6.953413364,3.32095883
TRMT2B,NM_172540,9.645503469,5.494951351,10.22920573,8.82286937,20.67150934,3.708126834,5.040063041,25.72657549,12.95660885,13.63436056,14.55443844,15.47722918,11.78967199,18.61199668,8.987057127,16.59375248,6.63734912,9.96287649
AMIGO2,NM_001164602,0,0,0,0,0,0,2.52003152,24.3725452,0.996662219,0,2.079205491,9.084460603,0,0,0.56169107,1.991250297,12.64256975,0
KIFAP3,NM_010629,5.511716268,0,5.114602866,3.836030161,66.71259831,10.19734879,36.54045705,40.62090867,46.84312431,10.22577042,50.94053453,67.62876226,24.75831118,38.38724315,39.880066,53.76375803,61.94859179,68.63314915
PTDSS1,NM_008959,49.60544641,35.16768865,32.39248482,46.03236193,62.01452801,58.40299763,54.18067769,26.17791892,46.84312431,52.58967646,23.91086315,26.2439973,58.94835996,52.92786556,44.93528564,46.46250694,65.10923423,35.42356085
THSD4,NM_001040426,0,0,0,0,0,0,3.780047281,0,0,0,0,0,2.357934398,1.744874689,0.56169107,1.327500198,0,0
SYCE2,NM_001168246,5.511716268,2.19798054,11.93407335,17.64573874,6.577298425,1.854063417,8.820110322,3.610747437,5.979973316,2.921648692,6.237616473,2.018769023,9.431737593,16.2854971,15.72734997,23.23125347,15.1710837,29.88862947
MLLT4,NM_010806,5.511716268,2.19798054,3.409735244,3.068824129,0,5.562190251,36.54045705,70.40957502,9.966622193,5.843297385,21.83165766,14.13138316,9.431737593,11.05087303,5.616910704,7.30125109,12.64256975,11.06986277
RQCD1,NM_021383,9.645503469,6.593941621,23.86814671,17.64573874,45.10147492,2.781095125,13.86017336,8.124181734,7.973297755,20.45154085,11.4356302,2.018769023,15.32657359,15.7038722,12.91889462,6.637500991,11.37831278,16.60479415
NFASC,NM_001160318,0,0,0,0,0,0,0,0,4.983311097,2.921648692,0,0,0,0,0,0,0,0
KDM2B,NM_001005866,6.889645335,0,35.80222006,30.30463827,70.31445221,42.64345859,20.79026004,23.92120177,5.979973316,3.652060866,2.079205491,29.27215083,27.70572918,21.52012116,19.37834193,40.156881,5.689156389,0
H2AFJ,NM_177688,287.085656,354.0894318,280.8284309,341.1637534,43.33317345,33.83665736,86.5525826,74.70915851,222.5874393,367.6559644,499.2068297,97.68471307,300.695908,348.5641075,225.2447032,364.9587372,220.4927689,428.8549651
PEO1,NM_153796,1.377929067,2.19798054,5.114602866,3.068824129,11.27536873,22.248761,3.780047281,0.902686859,6.976635535,20.45154085,4.158410982,4.542230301,5.894835996,6.979498755,13.48058569,15.96318988,9.165863071,5.534931383
HIST1H4C,NM_178208,11.22385858,2.872360934,23.17128514,17.88561517,21.82650246,5.796289167,5.840618509,22.36315513,15.59963337,19.92549652,27.79024655,6.616238729,40.86286702,23.63004311,55.38549532,44.04393758,55.4086388,84.29065537
REV1,NM_019570,1.377929067,2.19798054,1.704867622,5.370442225,0.939614061,0,6.300078801,3.610747437,3.986648877,10.22577042,0,0,0,0,3.370146423,1.327500198,1.264256975,2.213972553
FAM199X,NM_146261,2.755858134,0,0,0,5.637684364,0.927031708,0,2.708060578,1.993324439,1.460824346,1.039602746,0,1.178967199,0.581624896,2.808455352,5.310000793,0.632128488,4.427945107
SPNA1,NM_011465,2.755858134,2.19798054,0.852433811,0.767206032,2.818842182,0,0,0,8.969959974,59.8937982,0,0,1.178967199,0,0,0,0,0
MIR320,NR_029802,0,0,0,0,0,0,0,0,0,0,1.039602746,0,0,0,0,0.663750099,1.896385463,0
PLEC,NM_011117,330.7029761,349.4789059,331.5967525,327.5969757,33.82610619,15.75953904,180.1822537,298.7893504,30.8965288,16.06906781,27.02967139,82.76952994,154.4447031,141.9164747,55.60741597,57.08250852,404.5622321,519.1765638
PDZD11,NM_028303,52.36130455,8.791922162,23.0157129,32.22265335,34.76572025,28.73798296,17.64022064,22.56717148,33.88651546,49.66802777,40.54450708,59.55368617,37.72695037,32.57099419,34.2631553,32.52375486,22.12449707,19.92575298
SYNPO2L,NM_175132,0,0,0,0,0,0,0,0,0,0,0,0,0,1.744874689,0,0,0,0
GM6756,NR_033590,0.19684701,0,0.142072302,0.63933836,1.230446984,0.502142175,0.210002627,0,0.142380317,0,0.173267124,0,0,0,0,0.110625017,3.225360355,4.546550779
ARHGAP44,NM_175003,0,0,0,0,0,0,0,0,0,0,0,0,0,1.163249793,0.56169107,0,0.632128488,0
ABL2,NM_009595,9.645503469,2.19798054,15.3438086,10.74088445,53.55800146,80.65175864,20.16025216,19.8591109,25.9132177,27.75566258,41.58410982,29.27215083,15.32657359,13.95899751,20.78256961,25.22250377,10.74618429,27.67465692
TTC21B,NM_001047604,0,0,0.852433811,0,5.637684364,0,3.780047281,1.805373719,2.989986658,7.304121731,3.118808237,1.009384511,0,3.489749378,0.56169107,2.655000396,0,0
N/A,NM_001109045,1.377929067,0,0,0,0,0,0,18.95642405,0,0,7.277219219,1.009384511,7.073803195,0.581624896,0,0,0,0
LTBP4,NM_001113549,0,2.19798054,0,0,0,0,1.26001576,0,1.993324439,20.45154085,7.277219219,30.28153534,12.96863919,0,8.987057127,11.28375168,5.689156389,0
TBC1D30,NM_029057,0,0,1.704867622,0,0.939614061,0,11.34014184,0,0.996662219,0,0,0,3.536901597,4.65299917,0,0,2.528513951,9.96287649
TRIM25,NM_009546,49.60544641,46.15759135,27.70409886,34.52427145,9.865947638,7.879769522,34.65043341,16.24836347,34.38484657,29.9468991,51.98013728,28.76745858,27.11624558,49.43811618,35.94822851,30.86437961,35.71525955,36.53054713
ABCB8,NM_029020,1.377929067,6.593941621,20.45841147,10.74088445,17.85266715,0.927031708,25.2003152,35.20478751,32.22541176,29.21648692,20.79205491,19.17830572,40.08488477,27.33637012,39.880066,19.91250297,10.1140558,8.302397075
SH3GLB2,NM_139302,68.89645335,50.55355243,64.78496964,75.95339718,62.95414207,72.30847326,128.5216075,37.01016123,66.7763687,93.49275816,66.53457572,40.37538046,88.42253994,82.00911037,52.79896062,86.28751288,112.5188708,81.91698448
ITPRIP,NM_001001738,230.1141542,213.2041124,50.29359485,32.22265335,10.33575467,0.927031708,17.64022064,21.66448462,15.94659551,10.22577042,23.91086315,3.028153534,22.40037678,17.44874689,12.91889462,23.23125347,12.64256975,11.06986277
ILK,NM_010562,486.4089607,595.6527265,351.2027302,319.5413124,184.1643559,203.48346,236.252955,189.5642405,201.3257683,213.2803546,248.4650562,243.7663595,193.9401043,198.3340896,184.5155166,138.3918957,326.4943639,270.1046515
MIR200B,NR_029587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.123382141,0,0,0
3830406C13RIK,NM_178141,8.267574402,6.593941621,9.376771922,13.80970858,11.27536873,2.781095125,17.64022064,5.416121156,19.93324439,8.764946077,12.47523295,10.09384511,12.96863919,20.93849627,11.79551248,21.24000317,15.80321219,3.32095883
ZFP384,NM_175557,49.60544641,37.36566919,21.31084528,29.53743224,31.94687806,48.20564884,42.21052797,18.95642405,43.85313765,29.21648692,38.46530159,37.34722692,17.68450799,25.00987054,20.78256961,13.27500198,32.87068136,14.94431474
SYT7,NM_173068,1.377929067,0,0,0,0,0,8.820110322,0,0.996662219,0,3.118808237,0,3.536901597,4.071374274,8.425366057,0,8.849798827,2.213972553
2310046K01RIK,NM_001164820,0,0,0,0,0,0.927031708,0,0.902686859,0,0,1.039602746,0,16.50554079,8.724373444,2.808455352,4.646250694,18.96385463,22.13972553
CCDC132,NM_001167750,4.133787201,2.19798054,6.819470489,6.904854289,15.97343903,18.54063417,5.040063041,14.44298975,2.989986658,5.843297385,7.277219219,20.18769023,5.894835996,9.887623237,10.67213034,3.982500595,9.481927315,5.534931383
HIST1H2BN,NM_178201,3.905772748,1.456994676,7.553541466,10.39381505,2.800741392,0.660158944,4.481646965,4.638654669,3.074228346,11.3569607,12.65131285,4.002581006,7.917836531,7.123946257,13.17980134,9.265994484,10.11323486,13.03976752
FBXO22,NM_028049,41.33787201,24.17778594,36.7612081,33.18166089,33.89838419,43.5704903,79.49553978,98.4573453,45.84646209,27.9991333,28.06927413,46.43168753,45.97972077,29.95368216,29.20793566,39.95909687,42.98473716,78.59602565
PITPNM1,NM_001136078,197.0438566,248.3718011,89.50555016,77.48780925,21.6111234,39.86236346,47.88059889,65.89614073,81.72630199,121.2484207,127.8711377,99.92906663,61.30629436,69.21336266,71.89645702,73.676261,127.057826,114.0195865
FAM18A,NM_001013778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.808455352,3.318750495,0,0
9130206I24RIK,NR_030721,15.15721974,2.19798054,3.409735244,3.068824129,0,1.854063417,0,0,1.494993329,4.382473039,0,0,10.61070479,5.234624066,4.493528564,1.327500198,0,0
NDUFAB1,NM_028177,14.00894552,6.227611531,25.71508663,18.2850771,9.396140607,9.733832939,20.58025742,16.09791566,25.24877622,22.88624809,28.76234263,35.6649194,30.26015811,29.46899474,30.51854816,17.03625254,26.54939648,34.68557
STMN4,NM_019675,0,0,0,0,0,0,0,0,0,0,0,0,1.178967199,0,0,0,0,0
DNM3,NM_172646,0,0,0,0,4.698070304,0,0,0,0,0,0,0,0,0,5.616910704,0.663750099,0,0
RPS25,NM_024266,168.4485477,127.6869695,168.2075166,231.2998319,193.211497,135.7108205,155.9929512,154.5571843,160.1185315,153.4769883,281.3288792,72.58676285,208.275784,372.4047273,327.1703376,299.4666608,290.971753,379.8834263
ARIH2,NM_011790,23.42479414,28.57374703,10.22920573,7.672060321,22.55073746,11.1243805,3.780047281,18.05373719,20.92990661,10.22577042,11.4356302,13.12199865,10.61070479,23.84662075,12.35720355,13.27500198,16.43534068,4.427945107
RSAD2,NM_021384,735.8141218,668.1860843,248.9106728,167.250915,49.79954522,48.20564884,49.14061465,38.81553495,413.614821,368.1277353,900.3506936,565.2553264,50.69558956,32.57099419,144.3546051,112.1737667,5.689156389,3.32095883
OCIAD1,NM_001159887,85.43160216,74.73133838,102.2920573,86.69428163,102.4179326,152.0332002,89.46111898,95.68480708,120.5961285,108.1010016,119.5543157,63.59122422,80.16976954,113.9984797,106.7213034,100.226265,159.9285074,106.2706826
RAD54L,NM_001122958,8.267574402,2.19798054,17.90111003,20.71456287,0,0,5.040063041,0.902686859,12.95660885,5.843297385,12.47523295,3.028153534,3.536901597,4.071374274,1.123382141,2.655000396,3.160642438,4.427945107
NAA16,NM_025832,8.267574402,21.9798054,17.04867622,12.27529651,12.21498279,20.39469759,40.32050433,41.52359553,23.91989326,7.304121731,12.47523295,19.17830572,10.61070479,11.63249793,25.83778924,25.88625386,13.90682673,17.71178043
SNX6,NM_026998,165.351488,134.076813,46.88385961,40.6619197,207.6547074,176.1360246,97.02121354,124.5707866,124.5827774,96.41440685,99.80186358,167.5578289,122.6125887,171.5793444,121.8869623,139.3875208,50.57027901,69.74013543
KCTD2,NM_183285,41.33787201,37.36566919,20.45841147,34.52427145,17.85266715,23.17579271,51.66064617,39.71822181,29.89986658,39.44225735,11.4356302,46.43168753,23.57934398,24.42824564,14.04227676,17.92125268,18.96385463,11.06986277
RAB27B,NM_030554,0,0,0,0,0,0,1.26001576,0,0,0,0,0,0,0.581624896,0,0,0,0
MIR706,NR_030487,0,0,0,2.301618096,10.33575467,0,11.34014184,10.83224231,1.328882959,0,0,3.028153534,7.073803195,3.489749378,36.54736565,13.27500198,0,0
KAT2A,NM_001038010,5.511716268,0,14.49137479,17.64573874,24.42996558,13.90547563,12.6001576,12.63761603,36.87650212,23.37318954,32.22768511,27.25338181,30.65314718,15.1222473,17.41242318,5.973750892,30.97429589,18.8187667
